Hospital Name,City,State,ZIP,Address,Service Name,Service Code,Department,Price (USD),Insurance Accepted,Average Wait Time (min),Hospital Rating
Hospital 90,City 10,State 10,49808,"783 Main St, City 10, State 10",Ultrasound,76801,Radiology,9878,Private,18,4.7
Hospital 91,City 11,State 1,16060,"667 Main St, City 11, State 1",MRI,70551,Radiology,4116,Private,58,2.7
Hospital 91,City 11,State 1,39257,"230 Main St, City 11, State 1",X-Ray,71020,Radiology,2218,Uninsured,36,4.4
Hospital 91,City 11,State 1,55074,"451 Main St, City 11, State 1",Blood Test,85025,Laboratory,4626,Private,43,3.4
Hospital 91,City 11,State 1,39317,"302 Main St, City 11, State 1",Appendectomy,44950,Surgery,14453,Medicare,11,3.6
Hospital 91,City 11,State 1,12808,"344 Main St, City 11, State 1",CT Scan,71260,Radiology,3045,Uninsured,13,3.6
Hospital 91,City 11,State 1,40740,"587 Main St, City 11, State 1",Physical Exam,99386,General,15827,Uninsured,34,5
Hospital 91,City 11,State 1,92033,"755 Main St, City 11, State 1",Knee Replacement,27447,Orthopedics,1176,Medicare,14,3.7
Hospital 91,City 11,State 1,16911,"626 Main St, City 11, State 1",Cardiac Stress Test,93015,Cardiology,9412,Medicare,33,4.2
Hospital 91,City 11,State 1,47801,"715 Main St, City 11, State 1",Colonoscopy,45378,Gastroenterology,18561,Uninsured,25,3.7
Hospital 91,City 11,State 1,44536,"211 Main St, City 11, State 1",Ultrasound,76801,Radiology,5250,Private,36,3.6
Hospital 92,City 12,State 2,28045,"169 Main St, City 12, State 2",MRI,70551,Radiology,5201,Private,45,3.1
Hospital 92,City 12,State 2,49591,"607 Main St, City 12, State 2",X-Ray,71020,Radiology,7559,Private,40,3.8
Hospital 92,City 12,State 2,27622,"149 Main St, City 12, State 2",Blood Test,85025,Laboratory,8390,Private,58,3.6
Hospital 92,City 12,State 2,28340,"919 Main St, City 12, State 2",Appendectomy,44950,Surgery,5929,Private,17,4.2
Hospital 92,City 12,State 2,18953,"815 Main St, City 12, State 2",CT Scan,71260,Radiology,10816,Medicare,20,3.4
Hospital 92,City 12,State 2,39925,"614 Main St, City 12, State 2",Physical Exam,99386,General,18008,Uninsured,59,4.3
Hospital 92,City 12,State 2,65155,"941 Main St, City 12, State 2",Knee Replacement,27447,Orthopedics,6071,Medicare,59,4.7
Hospital 92,City 12,State 2,41876,"187 Main St, City 12, State 2",Cardiac Stress Test,93015,Cardiology,16749,Private,39,3.2
Hospital 92,City 12,State 2,56610,"795 Main St, City 12, State 2",Colonoscopy,45378,Gastroenterology,4092,Private,36,3.7
Hospital 92,City 12,State 2,49093,"438 Main St, City 12, State 2",Ultrasound,76801,Radiology,11161,Uninsured,24,3
Hospital 93,City 13,State 3,87325,"334 Main St, City 13, State 3",MRI,70551,Radiology,5221,Medicare,14,4.6
Hospital 93,City 13,State 3,68423,"383 Main St, City 13, State 3",X-Ray,71020,Radiology,4997,Private,53,4.9
Hospital 93,City 13,State 3,40630,"134 Main St, City 13, State 3",Blood Test,85025,Laboratory,3842,Uninsured,21,2.9
Hospital 93,City 13,State 3,54785,"306 Main St, City 13, State 3",Appendectomy,44950,Surgery,11579,Medicare,53,4.4
Hospital 93,City 13,State 3,84624,"347 Main St, City 13, State 3",CT Scan,71260,Radiology,2537,Medicare,37,3.8
Hospital 93,City 13,State 3,84577,"271 Main St, City 13, State 3",Physical Exam,99386,General,1835,Uninsured,33,3
Hospital 93,City 13,State 3,85351,"387 Main St, City 13, State 3",Knee Replacement,27447,Orthopedics,108,Private,41,3.1
Hospital 93,City 13,State 3,64870,"912 Main St, City 13, State 3",Cardiac Stress Test,93015,Cardiology,19557,Uninsured,42,4.4
Hospital 93,City 13,State 3,77316,"303 Main St, City 13, State 3",Colonoscopy,45378,Gastroenterology,6464,Private,40,4.2
Hospital 93,City 13,State 3,14754,"414 Main St, City 13, State 3",Ultrasound,76801,Radiology,15078,Medicare,11,2.8
Hospital 94,City 14,State 4,23366,"237 Main St, City 14, State 4",MRI,70551,Radiology,10772,Private,9,4.1
Hospital 94,City 14,State 4,19485,"287 Main St, City 14, State 4",X-Ray,71020,Radiology,1261,Medicare,30,3.9
Hospital 94,City 14,State 4,34231,"670 Main St, City 14, State 4",Blood Test,85025,Laboratory,2290,Private,6,3.1
Hospital 94,City 14,State 4,36246,"331 Main St, City 14, State 4",Appendectomy,44950,Surgery,8986,Uninsured,48,4.9
Hospital 94,City 14,State 4,39802,"281 Main St, City 14, State 4",CT Scan,71260,Radiology,7220,Uninsured,14,3.1
Hospital 94,City 14,State 4,33410,"460 Main St, City 14, State 4",Physical Exam,99386,General,11504,Uninsured,21,4.7
Hospital 94,City 14,State 4,21768,"187 Main St, City 14, State 4",Knee Replacement,27447,Orthopedics,4748,Uninsured,47,3.4
Hospital 94,City 14,State 4,26431,"732 Main St, City 14, State 4",Cardiac Stress Test,93015,Cardiology,18977,Private,17,3.3
Hospital 94,City 14,State 4,99113,"810 Main St, City 14, State 4",Colonoscopy,45378,Gastroenterology,497,Medicare,29,2.9
Hospital 94,City 14,State 4,74730,"148 Main St, City 14, State 4",Ultrasound,76801,Radiology,2991,Private,13,4
Hospital 95,City 15,State 5,99493,"120 Main St, City 15, State 5",MRI,70551,Radiology,2047,Uninsured,30,4.3
Hospital 95,City 15,State 5,14975,"111 Main St, City 15, State 5",X-Ray,71020,Radiology,15778,Private,50,3.8
Hospital 95,City 15,State 5,26149,"721 Main St, City 15, State 5",Blood Test,85025,Laboratory,13649,Private,18,5
Hospital 95,City 15,State 5,27844,"569 Main St, City 15, State 5",Appendectomy,44950,Surgery,9635,Uninsured,16,4.3
Hospital 95,City 15,State 5,38731,"632 Main St, City 15, State 5",CT Scan,71260,Radiology,2706,Medicare,19,2.8
Hospital 95,City 15,State 5,55656,"803 Main St, City 15, State 5",Physical Exam,99386,General,8189,Private,36,2.6
Hospital 95,City 15,State 5,40087,"516 Main St, City 15, State 5",Knee Replacement,27447,Orthopedics,14946,Medicare,19,4.2
Hospital 95,City 15,State 5,62317,"704 Main St, City 15, State 5",Cardiac Stress Test,93015,Cardiology,8605,Uninsured,38,4.8
Hospital 95,City 15,State 5,51740,"893 Main St, City 15, State 5",Colonoscopy,45378,Gastroenterology,14560,Uninsured,45,3
Hospital 95,City 15,State 5,26515,"898 Main St, City 15, State 5",Ultrasound,76801,Radiology,127,Private,28,3
Hospital 96,City 16,State 6,27590,"975 Main St, City 16, State 6",MRI,70551,Radiology,7924,Private,37,2.9
Hospital 96,City 16,State 6,62445,"950 Main St, City 16, State 6",X-Ray,71020,Radiology,19930,Uninsured,24,3
Hospital 96,City 16,State 6,19753,"142 Main St, City 16, State 6",Blood Test,85025,Laboratory,2051,Medicare,9,4.7
Hospital 96,City 16,State 6,73956,"181 Main St, City 16, State 6",Appendectomy,44950,Surgery,13316,Uninsured,30,5
Hospital 96,City 16,State 6,39795,"827 Main St, City 16, State 6",CT Scan,71260,Radiology,10588,Uninsured,9,2.7
Hospital 96,City 16,State 6,98123,"594 Main St, City 16, State 6",Physical Exam,99386,General,16840,Medicare,58,4.1
Hospital 96,City 16,State 6,35996,"213 Main St, City 16, State 6",Knee Replacement,27447,Orthopedics,632,Private,50,3.2
Hospital 96,City 16,State 6,35880,"278 Main St, City 16, State 6",Cardiac Stress Test,93015,Cardiology,18016,Uninsured,38,2.9
Hospital 96,City 16,State 6,49518,"732 Main St, City 16, State 6",Colonoscopy,45378,Gastroenterology,17505,Medicare,27,4.5
Hospital 96,City 16,State 6,90257,"133 Main St, City 16, State 6",Ultrasound,76801,Radiology,1879,Private,38,3.7
Hospital 97,City 17,State 7,35926,"757 Main St, City 17, State 7",MRI,70551,Radiology,4663,Uninsured,27,2.7
Hospital 97,City 17,State 7,27779,"392 Main St, City 17, State 7",X-Ray,71020,Radiology,13261,Medicare,8,2.9
Hospital 97,City 17,State 7,57535,"740 Main St, City 17, State 7",Blood Test,85025,Laboratory,6656,Uninsured,52,2.8
Hospital 97,City 17,State 7,66422,"648 Main St, City 17, State 7",Appendectomy,44950,Surgery,9823,Uninsured,55,4
Hospital 97,City 17,State 7,21317,"168 Main St, City 17, State 7",CT Scan,71260,Radiology,19700,Uninsured,59,3
Hospital 97,City 17,State 7,59856,"110 Main St, City 17, State 7",Physical Exam,99386,General,16693,Private,16,3.5
Hospital 97,City 17,State 7,14654,"113 Main St, City 17, State 7",Knee Replacement,27447,Orthopedics,6817,Medicare,18,4.8
Hospital 97,City 17,State 7,83840,"510 Main St, City 17, State 7",Cardiac Stress Test,93015,Cardiology,19518,Medicare,55,4.5
Hospital 97,City 17,State 7,23910,"660 Main St, City 17, State 7",Colonoscopy,45378,Gastroenterology,5738,Uninsured,19,4.4
Hospital 97,City 17,State 7,72087,"145 Main St, City 17, State 7",Ultrasound,76801,Radiology,11542,Private,6,4.4
Hospital 98,City 18,State 8,22414,"142 Main St, City 18, State 8",MRI,70551,Radiology,13539,Private,20,2.5
Hospital 98,City 18,State 8,88474,"629 Main St, City 18, State 8",X-Ray,71020,Radiology,2463,Medicare,22,3.1
Hospital 98,City 18,State 8,94612,"426 Main St, City 18, State 8",Blood Test,85025,Laboratory,11062,Uninsured,20,5
Hospital 98,City 18,State 8,90095,"851 Main St, City 18, State 8",Appendectomy,44950,Surgery,4132,Uninsured,29,4.2
Hospital 98,City 18,State 8,69021,"727 Main St, City 18, State 8",CT Scan,71260,Radiology,13729,Medicare,33,3.8
Hospital 98,City 18,State 8,51275,"832 Main St, City 18, State 8",Physical Exam,99386,General,17270,Uninsured,33,5
Hospital 98,City 18,State 8,25425,"527 Main St, City 18, State 8",Knee Replacement,27447,Orthopedics,10287,Private,57,3.8
Hospital 98,City 18,State 8,35277,"169 Main St, City 18, State 8",Cardiac Stress Test,93015,Cardiology,320,Medicare,33,4.8
Hospital 98,City 18,State 8,43822,"104 Main St, City 18, State 8",Colonoscopy,45378,Gastroenterology,9413,Uninsured,44,2.8
Hospital 98,City 18,State 8,84351,"545 Main St, City 18, State 8",Ultrasound,76801,Radiology,17252,Uninsured,15,4
Hospital 99,City 19,State 9,58981,"214 Main St, City 19, State 9",MRI,70551,Radiology,6550,Private,30,3.2
Hospital 99,City 19,State 9,18502,"864 Main St, City 19, State 9",X-Ray,71020,Radiology,9341,Private,33,3.8
Hospital 99,City 19,State 9,40029,"546 Main St, City 19, State 9",Blood Test,85025,Laboratory,7983,Uninsured,30,3.8
Hospital 99,City 19,State 9,78976,"724 Main St, City 19, State 9",Appendectomy,44950,Surgery,2199,Uninsured,40,3
Hospital 99,City 19,State 9,53771,"708 Main St, City 19, State 9",CT Scan,71260,Radiology,202,Uninsured,51,3.4
Hospital 99,City 19,State 9,32478,"121 Main St, City 19, State 9",Physical Exam,99386,General,14382,Uninsured,41,4.6
Hospital 99,City 19,State 9,31483,"566 Main St, City 19, State 9",Knee Replacement,27447,Orthopedics,13877,Private,33,3.7
Hospital 99,City 19,State 9,76332,"506 Main St, City 19, State 9",Cardiac Stress Test,93015,Cardiology,4363,Uninsured,58,4.5
Hospital 99,City 19,State 9,65649,"285 Main St, City 19, State 9",Colonoscopy,45378,Gastroenterology,1815,Private,14,3.7
Hospital 99,City 19,State 9,74835,"417 Main St, City 19, State 9",Ultrasound,76801,Radiology,19858,Uninsured,30,4.8
Hospital 100,City 20,State 10,81378,"493 Main St, City 20, State 10",MRI,70551,Radiology,11939,Private,53,4.8
Hospital 100,City 20,State 10,86688,"133 Main St, City 20, State 10",X-Ray,71020,Radiology,13705,Medicare,59,3.7
Hospital 100,City 20,State 10,87365,"548 Main St, City 20, State 10",Blood Test,85025,Laboratory,7263,Medicare,19,4.4
Hospital 100,City 20,State 10,47200,"323 Main St, City 20, State 10",Appendectomy,44950,Surgery,6065,Medicare,29,3.5
Hospital 100,City 20,State 10,39614,"550 Main St, City 20, State 10",CT Scan,71260,Radiology,1395,Medicare,34,3.3
Hospital 100,City 20,State 10,58346,"232 Main St, City 20, State 10",Physical Exam,99386,General,1558,Uninsured,27,4.1
Hospital 100,City 20,State 10,15623,"809 Main St, City 20, State 10",Knee Replacement,27447,Orthopedics,2291,Private,22,4.8
Hospital 100,City 20,State 10,17345,"124 Main St, City 20, State 10",Cardiac Stress Test,93015,Cardiology,15687,Medicare,17,2.8
Hospital 100,City 20,State 10,54036,"611 Main St, City 20, State 10",Colonoscopy,45378,Gastroenterology,18102,Medicare,14,3.3
Hospital 100,City 20,State 10,15403,"960 Main St, City 20, State 10",Ultrasound,76801,Radiology,5891,Private,17,4.6
